Simulation,Agent,Episode,Reward
0,2,131,71.0
0,3,131,23.0
0,4,131,25.0
0,0,132,27.0
0,1,132,20.0
0,2,132,28.0
0,3,132,11.0
0,4,132,14.0
0,0,133,31.0
0,1,133,13.0
0,2,133,16.0
0,3,133,37.0
0,4,133,16.0
0,0,134,21.0
0,1,134,14.0
0,2,134,17.0
0,3,134,20.0
0,4,134,13.0
0,0,135,42.0
0,1,135,18.0
0,2,135,12.0
0,3,135,39.0
0,4,135,13.0
0,0,136,10.0
0,1,136,24.0
0,2,136,29.0
0,3,136,29.0
0,4,136,18.0
0,0,137,32.0
0,1,137,14.0
0,2,137,41.0
0,3,137,10.0
0,4,137,17.0
0,0,138,38.0
0,1,138,12.0
0,2,138,49.0
0,3,138,21.0
0,4,138,26.0
0,0,139,13.0
0,1,139,16.0
0,2,139,33.0
0,3,139,16.0
0,4,139,26.0
0,0,140,23.0
0,1,140,20.0
0,2,140,15.0
0,3,140,12.0
0,4,140,23.0
0,0,141,44.0
0,1,141,22.0
0,2,141,44.0
0,3,141,8.0
0,4,141,24.0
0,0,142,27.0
0,1,142,19.0
0,2,142,30.0
0,3,142,23.0
0,4,142,14.0
0,0,143,21.0
0,1,143,13.0
0,2,143,26.0
0,3,143,20.0
0,4,143,13.0
0,0,144,24.0
0,1,144,16.0
0,2,144,19.0
0,3,144,16.0
0,4,144,17.0
0,0,145,54.0
0,1,145,17.0
0,2,145,12.0
0,3,145,16.0
0,4,145,28.0
0,0,146,36.0
0,1,146,9.0
0,2,146,12.0
0,3,146,20.0
0,4,146,20.0
0,0,147,33.0
0,1,147,18.0
0,2,147,13.0
0,3,147,20.0
0,4,147,12.0
0,0,148,31.0
0,1,148,14.0
0,2,148,22.0
0,3,148,27.0
0,4,148,14.0
0,0,149,13.0
0,1,149,43.0
0,2,149,15.0
0,3,149,10.0
0,4,149,32.0
0,0,150,19.0
0,1,150,18.0
0,2,150,33.0
0,3,150,14.0
0,4,150,14.0
0,0,151,11.0
0,1,151,15.0
0,2,151,16.0
0,3,151,10.0
0,4,151,21.0
0,0,152,15.0
0,1,152,24.0
0,2,152,27.0
0,3,152,30.0
0,4,152,41.0
0,0,153,26.0
0,1,153,17.0
0,2,153,15.0
0,3,153,18.0
0,4,153,16.0
0,0,154,23.0
0,1,154,21.0
0,2,154,13.0
0,3,154,17.0
0,4,154,40.0
0,0,155,16.0
0,1,155,11.0
0,2,155,19.0
0,3,155,30.0
0,4,155,46.0
0,0,156,30.0
0,1,156,13.0
0,2,156,24.0
0,3,156,48.0
0,4,156,26.0
0,0,157,15.0
0,1,157,16.0
0,2,157,14.0
0,3,157,18.0
0,4,157,35.0
0,0,158,32.0
0,1,158,33.0
0,2,158,14.0
0,3,158,18.0
0,4,158,11.0
0,0,159,16.0
0,1,159,24.0
0,2,159,10.0
0,3,159,25.0
0,4,159,21.0
0,0,160,18.0
0,1,160,13.0
0,2,160,16.0
0,3,160,14.0
0,4,160,33.0
0,0,161,15.0
0,1,161,12.0
0,2,161,14.0
0,3,161,22.0
0,4,161,21.0
0,0,162,42.0
0,1,162,20.0
0,2,162,25.0
0,3,162,20.0
0,4,162,24.0
0,0,163,40.0
0,1,163,12.0
0,2,163,24.0
0,3,163,19.0
0,4,163,25.0
0,0,164,38.0
0,1,164,29.0
0,2,164,23.0
0,3,164,13.0
0,4,164,15.0
0,0,165,16.0
0,1,165,11.0
0,2,165,11.0
0,3,165,23.0
0,4,165,13.0
0,0,166,29.0
0,1,166,17.0
0,2,166,17.0
0,3,166,13.0
0,4,166,12.0
0,0,167,25.0
0,1,167,16.0
0,2,167,47.0
0,3,167,20.0
0,4,167,37.0
0,0,168,40.0
0,1,168,32.0
0,2,168,24.0
0,3,168,31.0
0,4,168,24.0
0,0,169,16.0
0,1,169,12.0
0,2,169,53.0
0,3,169,17.0
0,4,169,12.0
0,0,170,13.0
0,1,170,94.0
0,2,170,13.0
0,3,170,13.0
0,4,170,11.0
0,0,171,14.0
0,1,171,18.0
0,2,171,11.0
0,3,171,12.0
0,4,171,13.0
0,0,172,15.0
0,1,172,23.0
0,2,172,39.0
0,3,172,30.0
0,4,172,19.0
0,0,173,29.0
0,1,173,14.0
0,2,173,13.0
0,3,173,13.0
0,4,173,12.0
0,0,174,13.0
0,1,174,19.0
0,2,174,9.0
0,3,174,18.0
0,4,174,44.0
0,0,175,41.0
0,1,175,23.0
0,2,175,13.0
0,3,175,26.0
0,4,175,14.0
0,0,176,30.0
0,1,176,14.0
0,2,176,31.0
0,3,176,20.0
0,4,176,17.0
0,0,177,18.0
0,1,177,15.0
0,2,177,18.0
0,3,177,8.0
0,4,177,14.0
0,0,178,22.0
0,1,178,11.0
0,2,178,14.0
0,3,178,19.0
0,4,178,28.0
0,0,179,11.0
0,1,179,8.0
0,2,179,18.0
0,3,179,11.0
0,4,179,29.0
0,0,180,21.0
0,1,180,26.0
0,2,180,14.0
0,3,180,11.0
0,4,180,12.0
0,0,181,60.0
0,1,181,23.0
0,2,181,15.0
0,3,181,13.0
0,4,181,13.0
0,0,182,29.0
0,1,182,18.0
0,2,182,28.0
0,3,182,13.0
0,4,182,25.0
0,0,183,12.0
0,1,183,18.0
0,2,183,12.0
0,3,183,33.0
0,4,183,33.0
0,0,184,50.0
0,1,184,15.0
0,2,184,9.0
0,3,184,22.0
0,4,184,12.0
0,0,185,36.0
0,1,185,13.0
0,2,185,23.0
0,3,185,31.0
0,4,185,19.0
0,0,186,18.0
0,1,186,20.0
0,2,186,20.0
0,3,186,24.0
0,4,186,8.0
0,0,187,16.0
0,1,187,15.0
0,2,187,10.0
0,3,187,16.0
0,4,187,9.0
0,0,188,11.0
0,1,188,20.0
0,2,188,14.0
